,Unnamed: 0,file,max_detection_conf,detections
13231,50525,91067236-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13232,50527,8cba9b30-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0, 0.403, 0.838, 0.581]}]"
13233,50530,98be661e-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.309, 0.717, 0.12, 0.251]}, {'category': '1', 'conf': 0.995, 'bbox': [0.167, 0.799, 0.079, 0.155]}, {'category': '1', 'conf': 0.131, 'bbox': [0.236, 0.795, 0.052, 0.078]}]"
13234,50536,98ca3318-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.376, 0.601, 0.324, 0.374]}]"
13236,50547,93ea8366-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13238,50563,95c827b0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13239,50574,8cd14c22-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13240,50580,9161913e-21bc-11ea-a13a-137349068a90.jpg,0.981,"[{'category': '1', 'conf': 0.981, 'bbox': [0.328, 0.8, 0.171, 0.185]}, {'category': '1', 'conf': 0.976, 'bbox': [0.618, 0.68, 0.148, 0.195]}, {'category': '1', 'conf': 0.883, 'bbox': [0.149, 0.672, 0.102, 0.198]}, {'category': '1', 'conf': 0.866, 'bbox': [0.08, 0.611, 0.072, 0.073]}, {'category': '1', 'conf': 0.836, 'bbox': [0.25, 0.652, 0.132, 0.127]}, {'category': '1', 'conf': 0.82, 'bbox': [0.096, 0.63, 0.116, 0.122]}, {'category': '1', 'conf': 0.687, 'bbox': [0.126, 0.626, 0.204, 0.135]}, {'category': '1', 'conf': 0.307, 'bbox': [0.208, 0.627, 0.126, 0.113]}, {'category': '1', 'conf': 0.162, 'bbox': [0.219, 0.623, 0.111, 0.069]}, {'category': '1', 'conf': 0.125, 'bbox': [0.224, 0.636, 0.13, 0.129]}, {'category': '1', 'conf': 0.113, 'bbox': [0.158, 0.652, 0.14, 0.134]}]"
13241,50583,989d17b6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13242,50584,990c8c86-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13243,50585,8bc7afb0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13244,50586,934e03a6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.062, 0.014, 0.929, 0.968]}, {'category': '1', 'conf': 0.806, 'bbox': [0, 0.72, 0.154, 0.264]}, {'category': '1', 'conf': 0.77, 'bbox': [0.338, 0.509, 0.242, 0.38]}, {'category': '1', 'conf': 0.654, 'bbox': [0.037, 0.558, 0.566, 0.425]}, {'category': '1', 'conf': 0.623, 'bbox': [0.017, 0.71, 0.566, 0.278]}, {'category': '1', 'conf': 0.331, 'bbox': [0.34, 0.495, 0.185, 0.299]}, {'category': '1', 'conf': 0.273, 'bbox': [0.252, 0.378, 0.707, 0.574]}, {'category': '1', 'conf': 0.178, 'bbox': [0.03, 0.418, 0.8, 0.564]}, {'category': '1', 'conf': 0.143, 'bbox': [0.226, 0.501, 0.338, 0.446]}, {'category': '1', 'conf': 0.112, 'bbox': [0.072, 0.903, 0.328, 0.084]}]"
13245,50591,8b9d6822-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13246,50593,95376a36-21bc-11ea-a13a-137349068a90.jpg,0.978,"[{'category': '1', 'conf': 0.978, 'bbox': [0.883, 0.483, 0.108, 0.163]}]"
13248,50600,98b1e63c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.004, 0.015, 0.996, 0.96]}, {'category': '1', 'conf': 0.921, 'bbox': [0.34, 0.497, 0.145, 0.3]}, {'category': '1', 'conf': 0.912, 'bbox': [0.08, 0.729, 0.457, 0.256]}, {'category': '1', 'conf': 0.829, 'bbox': [0, 0.734, 0.083, 0.216]}, {'category': '1', 'conf': 0.8, 'bbox': [0.836, 0.479, 0.157, 0.125]}, {'category': '1', 'conf': 0.747, 'bbox': [0, 0.732, 0.118, 0.257]}, {'category': '1', 'conf': 0.661, 'bbox': [0.837, 0.479, 0.08, 0.122]}, {'category': '1', 'conf': 0.444, 'bbox': [0.204, 0.38, 0.796, 0.568]}, {'category': '1', 'conf': 0.332, 'bbox': [0.057, 0.505, 0.435, 0.349]}, {'category': '1', 'conf': 0.204, 'bbox': [0.864, 0.542, 0.132, 0.062]}, {'category': '1', 'conf': 0.141, 'bbox': [0.043, 0.444, 0.513, 0.53]}, {'category': '1', 'conf': 0.126, 'bbox': [0.339, 0.861, 0.198, 0.126]}]"
13249,50604,8eded8b8-21bc-11ea-a13a-137349068a90.jpg,0.982,"[{'category': '1', 'conf': 0.982, 'bbox': [0.587, 0.379, 0.072, 0.099]}]"
13250,50605,896a5bfa-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.036, 0.439, 0.204, 0.244]}]"
13251,50606,90057260-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.383, 0.005, 0.524, 0.983]}]"
13252,50607,972bd264-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13253,50616,908c3e1c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13254,50617,8c7a8c7a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13255,50620,91665ebc-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.678, 0.407, 0.083, 0.247]}, {'category': '1', 'conf': 0.998, 'bbox': [0.669, 0.509, 0.053, 0.178]}, {'category': '1', 'conf': 0.991, 'bbox': [0.934, 0.43, 0.018, 0.086]}, {'category': '1', 'conf': 0.99, 'bbox': [0.983, 0.403, 0.017, 0.097]}, {'category': '1', 'conf': 0.336, 'bbox': [0.674, 0.472, 0.059, 0.189]}]"
13256,50622,87c5e620-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13257,50624,95de4fae-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13258,50625,86cf132c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.77, 0.551, 0.205, 0.344]}, {'category': '1', 'conf': -0.938, 'bbox': [0.168, 0.259, 0.093, 0.148]}]"
13259,50627,8676fd72-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.576, 0.031, 0.289, 0.6]}, {'category': '1', 'conf': 0.988, 'bbox': [0.334, 0.024, 0.375, 0.586]}, {'category': '1', 'conf': 0.961, 'bbox': [0, 0.034, 0.089, 0.573]}, {'category': '1', 'conf': 0.634, 'bbox': [0.039, 0.039, 0.601, 0.606]}, {'category': '1', 'conf': 0.154, 'bbox': [0.326, 0.03, 0.264, 0.522]}]"
13260,50628,94c370e0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13262,50637,896741ea-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.001, 0.72, 0.138, 0.263]}, {'category': '1', 'conf': 0.992, 'bbox': [0.835, 0.631, 0.164, 0.352]}]"
13263,50641,95ebb284-21bc-11ea-a13a-137349068a90.jpg,0.964,"[{'category': '1', 'conf': 0.964, 'bbox': [0.841, 0.764, 0.157, 0.206]}]"
13265,50643,8bdce664-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.261, 0.584, 0.719]}]"
13266,50649,8d20a83a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13268,50652,8e70062c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.051, 0.714, 0.627, 0.27]}, {'category': '1', 'conf': 0.298, 'bbox': [0.376, 0.579, 0.042, 0.028]}]"
13270,50656,922b4f74-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13272,50663,91fe75ee-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13274,50674,916aa918-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0, 0.214, 0.27, 0.749]}]"
13275,50679,95e9db6c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13276,50685,96b44672-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13277,50688,8958a69e-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.326, 0.759, 0.102, 0.207]}, {'category': '1', 'conf': 0.995, 'bbox': [0.1, 0.791, 0.122, 0.197]}, {'category': '1', 'conf': 0.964, 'bbox': [0, 0.85, 0.113, 0.129]}]"
13278,50690,93a7b4b4-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.19, 0.586, 0.738, 0.402]}, {'category': '1', 'conf': 0.917, 'bbox': [0.002, 0.694, 0.166, 0.288]}, {'category': '1', 'conf': 0.35, 'bbox': [0.004, 0.689, 0.156, 0.19]}, {'category': '1', 'conf': 0.213, 'bbox': [0.001, 0.696, 0.297, 0.287]}, {'category': '1', 'conf': 0.167, 'bbox': [0.006, 0.766, 0.22, 0.218]}, {'category': '1', 'conf': 0.148, 'bbox': [0.006, 0.858, 0.239, 0.128]}, {'category': '1', 'conf': 0.108, 'bbox': [0.086, 0.709, 0.482, 0.27]}]"
13279,50706,8c3592b4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13280,50710,90e70630-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13281,50711,88733636-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.249, 0.017, 0.744, 0.983]}, {'category': '1', 'conf': 0.994, 'bbox': [0.439, 0.501, 0.556, 0.483]}, {'category': '1', 'conf': 0.986, 'bbox': [0.002, 0.629, 0.406, 0.359]}, {'category': '1', 'conf': 0.929, 'bbox': [0.311, 0.312, 0.658, 0.644]}, {'category': '1', 'conf': 0.608, 'bbox': [0.132, 0.875, 0.27, 0.109]}, {'category': '1', 'conf': 0.454, 'bbox': [0, 0.632, 0.156, 0.348]}]"
13282,50712,91d7354c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13284,50723,91b68bbc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13285,50729,87582f90-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.062, 0.5, 0.893]}, {'category': '1', 'conf': 0.999, 'bbox': [0.65, 0.402, 0.158, 0.242]}, {'category': '1', 'conf': 0.885, 'bbox': [0.953, 0.567, 0.046, 0.094]}, {'category': '1', 'conf': 0.276, 'bbox': [0.68, 0.511, 0.066, 0.088]}, {'category': '1', 'conf': 0.105, 'bbox': [0.691, 0.532, 0.051, 0.065]}]"
13286,50731,8fcb0e54-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.213, 0.624, 0.358, 0.349]}]"
13288,50738,8b37b130-21bc-11ea-a13a-137349068a90.jpg,0.976,"[{'category': '1', 'conf': 0.976, 'bbox': [0.419, 0.334, 0.032, 0.074]}, {'category': '1', 'conf': 0.974, 'bbox': [0.858, 0.462, 0.043, 0.052]}, {'category': '1', 'conf': 0.17, 'bbox': [0.814, 0.387, 0.058, 0.055]}]"
13289,50739,98a5b43e-21bc-11ea-a13a-137349068a90.jpg,0.903,"[{'category': '1', 'conf': 0.903, 'bbox': [0.589, 0.382, 0.073, 0.11]}]"
13292,50743,922ec2f8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.079, 0.482, 0.87]}, {'category': '1', 'conf': 0.847, 'bbox': [0.798, 0.291, 0.062, 0.22]}]"
13293,50747,8814a616-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.029, 0.536, 0.55]}]"
13294,50752,9760f494-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.396, 0.312, 0.585]}, {'category': '1', 'conf': 0.147, 'bbox': [0.792, 0.019, 0.203, 0.954]}]"
13295,50756,8c0ab06c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13296,50757,89c7fc60-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.54, 0.724, 0.092, 0.187]}, {'category': '1', 'conf': 0.936, 'bbox': [0.852, 0.648, 0.028, 0.07]}]"
13298,50761,96e68966-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13299,50765,91b66fba-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.073, 0.424, 0.323, 0.467]}]"
13300,50769,8c7dc5ac-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13301,50773,948aa616-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.227, 0.014, 0.682, 0.95]}]"
13303,50776,8834e692-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13304,50778,870e15ae-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13305,50779,93754e66-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13306,50782,9856effc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13307,50787,953b0e48-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.123, 0.784, 0.122, 0.124]}]"
13309,50793,89dadbb4-21bc-11ea-a13a-137349068a90.jpg,0.975,"[{'category': '1', 'conf': 0.975, 'bbox': [0, 0.499, 0.064, 0.074]}, {'category': '1', 'conf': 0.548, 'bbox': [0.11, 0.374, 0.062, 0.077]}, {'category': '1', 'conf': 0.188, 'bbox': [0.119, 0.374, 0.051, 0.045]}, {'category': '1', 'conf': 0.122, 'bbox': [0.113, 0.374, 0.088, 0.085]}]"
13310,50794,8c0431b0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13311,50795,8730d4ea-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13312,50797,87d0ac5e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13313,50799,8eed5ad2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13315,50804,98581170-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13316,50805,8ca163c2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13317,50813,8ead8fb0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13318,50817,908d82cc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13319,50819,9933fd7a-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.771, 0.205, 0.229, 0.456]}]"
13320,50823,92fa925c-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.358, 0.453, 0.09, 0.158]}, {'category': '1', 'conf': 0.998, 'bbox': [0.28, 0.457, 0.065, 0.135]}, {'category': '1', 'conf': 0.865, 'bbox': [0.316, 0.443, 0.023, 0.054]}, {'category': '1', 'conf': 0.189, 'bbox': [0.314, 0.444, 0.027, 0.083]}]"
13321,50825,966c808a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13322,50826,9032d0e8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.315, 0.322, 0.187, 0.43]}, {'category': '1', 'conf': 0.985, 'bbox': [0.057, 0.38, 0.092, 0.193]}]"
13325,50837,90e67f9e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13327,50839,8a2a3538-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13328,50842,9278f1a2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13329,50843,8979315c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.772, 0.263, 0.089, 0.331]}]"
13330,50846,892bfefa-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13331,50848,927cb13e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.01, 0.558, 0.99, 0.43]}, {'category': '1', 'conf': 0.111, 'bbox': [0.39, 0.578, 0.047, 0.027]}]"
13332,50855,8cf28d38-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13333,50858,906c77c6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.002, 0.665, 0.09, 0.216]}]"
13334,50876,97b86f58-21bc-11ea-a13a-137349068a90.jpg,0.987,"[{'category': '1', 'conf': 0.987, 'bbox': [0.197, 0.733, 0.646, 0.251]}, {'category': '1', 'conf': 0.946, 'bbox': [0.002, 0.56, 0.235, 0.415]}, {'category': '1', 'conf': 0.418, 'bbox': [0.047, 0.56, 0.791, 0.426]}, {'category': '1', 'conf': 0.361, 'bbox': [0.067, 0.888, 0.161, 0.097]}]"
13335,50882,92229690-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.203, 0.601, 0.406, 0.374]}]"
13336,50884,87348fcc-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.507, 0.67, 0.235, 0.285]}]"
13337,50897,9507e644-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.384, 0.136, 0.614, 0.846]}, {'category': '1', 'conf': 0.943, 'bbox': [0.305, 0.491, 0.442, 0.493]}, {'category': '1', 'conf': 0.61, 'bbox': [0.019, 0.928, 0.168, 0.059]}, {'category': '1', 'conf': 0.208, 'bbox': [0.278, 0.454, 0.701, 0.535]}]"
13338,50898,91a250de-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13339,50903,914bbcba-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.046, 0.45, 0.179, 0.358]}]"
13340,50915,96771a72-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.448, 0.394, 0.132, 0.342]}, {'category': '1', 'conf': 0.975, 'bbox': [0.106, 0.441, 0.122, 0.258]}, {'category': '1', 'conf': 0.125, 'bbox': [0.108, 0.47, 0.056, 0.208]}]"
13341,50920,90fc95f4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13342,50922,968fa6be-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13343,50923,86cc2dec-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13344,50924,92822d1c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.749, 0.65, 0.197, 0.335]}]"
13345,50930,8faa0ea2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13346,50933,8a521d78-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13347,50935,8edde5a2-21bc-11ea-a13a-137349068a90.jpg,0.986,"[{'category': '1', 'conf': 0.986, 'bbox': [0.034, 0.564, 0.031, 0.099]}, {'category': '1', 'conf': 0.154, 'bbox': [0.032, 0.562, 0.031, 0.055]}]"
13348,50937,982d0598-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.374, 0.443, 0.577, 0.526]}]"
13349,50938,98972248-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.009, 0.015, 0.99, 0.974]}, {'category': '1', 'conf': 0.563, 'bbox': [0.025, 0.568, 0.515, 0.418]}, {'category': '1', 'conf': 0.305, 'bbox': [0.287, 0.172, 0.699, 0.786]}, {'category': '1', 'conf': 0.259, 'bbox': [0.028, 0.386, 0.972, 0.589]}, {'category': '1', 'conf': 0.107, 'bbox': [0.006, 0.421, 0.668, 0.541]}]"
13350,50941,96fbada0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.374, 0.15, 0.549, 0.833]}, {'category': '1', 'conf': 0.989, 'bbox': [0.207, 0.622, 0.297, 0.36]}, {'category': '1', 'conf': 0.621, 'bbox': [0.017, 0.62, 0.506, 0.358]}, {'category': '1', 'conf': 0.211, 'bbox': [0.01, 0.88, 0.163, 0.107]}]"
13351,50947,8e6cfc2a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13352,50950,89648676-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13353,50955,90720286-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13354,50956,8f6c9518-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.314, 0.57, 0.199, 0.311]}, {'category': '1', 'conf': 0.982, 'bbox': [0.165, 0.556, 0.116, 0.178]}, {'category': '1', 'conf': 0.93, 'bbox': [0.047, 0.467, 0.225, 0.14]}, {'category': '1', 'conf': 0.813, 'bbox': [0.22, 0.526, 0.153, 0.145]}, {'category': '1', 'conf': 0.22, 'bbox': [0, 0.562, 0.04, 0.127]}, {'category': '1', 'conf': 0.154, 'bbox': [0.233, 0.525, 0.136, 0.09]}]"
13355,50960,9709117a-21bc-11ea-a13a-137349068a90.jpg,0.987,"[{'category': '1', 'conf': 0.987, 'bbox': [0.034, 0.574, 0.824, 0.409]}, {'category': '1', 'conf': 0.985, 'bbox': [0.149, 0.755, 0.713, 0.23]}, {'category': '1', 'conf': 0.869, 'bbox': [0.002, 0.559, 0.193, 0.429]}, {'category': '1', 'conf': 0.734, 'bbox': [0.061, 0.875, 0.17, 0.104]}]"
13356,50965,93d2cde8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13357,50966,97abadae-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.31, 0.121, 0.283, 0.474]}]"
13358,50969,88a5ba7a-21bc-11ea-a13a-137349068a90.jpg,0.992,"[{'category': '1', 'conf': 0.992, 'bbox': [0.109, 0.705, 0.881, 0.28]}, {'category': '1', 'conf': 0.962, 'bbox': [0.002, 0.505, 0.082, 0.245]}, {'category': '1', 'conf': 0.543, 'bbox': [0, 0.547, 0.979, 0.429]}, {'category': '1', 'conf': 0.269, 'bbox': [0.003, 0.92, 0.173, 0.067]}]"
13360,50973,98194cba-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13361,50981,8f3232c4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13362,50986,8eec6244-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13363,50988,8f2221e0-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.518, 0.787, 0.17, 0.196]}]"
13364,51000,88caabaa-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13366,51015,903c65ea-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13369,51021,8f523ef2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13370,51024,8abce8ec-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13371,51029,898d72d4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13372,51030,91f29896-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.029, 0.862, 0.636]}]"
13373,51034,917aa0f2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13374,51035,8a8259ac-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13376,51039,8df67456-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.558, 0.736, 0.302, 0.233]}]"
13378,51044,888487ec-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13380,51048,9483d50c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.005, 0.01, 0.987, 0.982]}]"
13381,51049,92983116-21bc-11ea-a13a-137349068a90.jpg,0.993,"[{'category': '1', 'conf': 0.993, 'bbox': [0.025, 0.575, 0.802, 0.408]}, {'category': '1', 'conf': 0.947, 'bbox': [0.142, 0.754, 0.684, 0.234]}, {'category': '1', 'conf': 0.77, 'bbox': [0.004, 0.556, 0.195, 0.433]}, {'category': '1', 'conf': 0.121, 'bbox': [0.027, 0.875, 0.178, 0.11]}]"
13383,51056,8a6f35ca-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13384,51061,989469f4-21bc-11ea-a13a-137349068a90.jpg,0.902,"[{'category': '1', 'conf': 0.902, 'bbox': [0.001, 0.761, 0.075, 0.225]}]"
13385,51073,8d56a7dc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13386,51078,8cbce0ca-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13387,51079,97840cf4-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13388,51089,8b3c5596-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13389,51090,98ee324a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13392,51096,8c22f42e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13393,51098,929386ac-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13394,51100,9954a62e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.68, 0.29, 0.249, 0.418]}]"
13395,51103,9000bcf2-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.544, 0.494, 0.156, 0.352]}]"
13396,51105,8b392bc8-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.448, 0.721, 0.178, 0.258]}, {'category': '1', 'conf': 0.975, 'bbox': [0.317, 0.745, 0.075, 0.193]}, {'category': '1', 'conf': 0.9, 'bbox': [0.362, 0.764, 0.054, 0.192]}, {'category': '1', 'conf': 0.831, 'bbox': [0.334, 0.755, 0.075, 0.191]}, {'category': '1', 'conf': 0.497, 'bbox': [0.14, 0.792, 0.029, 0.113]}, {'category': '1', 'conf': 0.217, 'bbox': [0.38, 0.638, 0.108, 0.108]}, {'category': '1', 'conf': 0.174, 'bbox': [0.377, 0.641, 0.076, 0.096]}, {'category': '1', 'conf': 0.131, 'bbox': [0.142, 0.601, 0.049, 0.032]}]"
13397,51107,94e2e632-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.064, 0.817, 0.371, 0.154]}]"
13399,51116,90098bde-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.245, 0.018, 0.75, 0.932]}]"
13400,51117,9079e5fa-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.667, 0.54, 0.227, 0.326]}, {'category': '1', 'conf': -0.791, 'bbox': [0.168, 0.258, 0.094, 0.151]}]"
13402,51122,8df71f3c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
13403,51123,8931441e-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.265, 0.024, 0.464, 0.839]}]"
13404,51129,94373724-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.791, 0.177, 0.179, 0.474]}]"
