,file,max_detection_conf,detections
42810,91aa7232-21bc-11ea-a13a-137349068a90.jpg,0.387,"[{'category': '1', 'conf': 0.387, 'bbox': [0.15, 0.598, 0.049, 0.023]}, {'category': '1', 'conf': 0.252, 'bbox': [0.393, 0.576, 0.044, 0.026]}, {'category': '1', 'conf': 0.117, 'bbox': [0.222, 0.6, 0.028, 0.025]}]"
42811,937093da-21bc-11ea-a13a-137349068a90.jpg,0.31,"[{'category': '1', 'conf': 0.31, 'bbox': [0.609, 0.392, 0.055, 0.126]}, {'category': '1', 'conf': 0.242, 'bbox': [0.426, 0.46, 0.031, 0.053]}]"
42814,986a05d8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.637, 0.43, 0.268, 0.325]}, {'category': '1', 'conf': 0.97, 'bbox': [0.572, 0.552, 0.092, 0.184]}, {'category': '1', 'conf': 0.659, 'bbox': [0.132, 0.613, 0.113, 0.119]}, {'category': '1', 'conf': 0.378, 'bbox': [0.573, 0.549, 0.162, 0.185]}]"
42816,93352f0c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42823,8f974bfa-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.004, 0.392, 0.814, 0.589]}]"
42830,95911a36-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42832,8eb85378-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42839,9012fb74-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42843,8fa18e6c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42846,87661542-21bc-11ea-a13a-137349068a90.jpg,0.193,"[{'category': '1', 'conf': 0.193, 'bbox': [0.193, 0.648, 0.074, 0.066]}]"
42855,8fcc3374-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42865,8d6b5b00-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.454, 0.378, 0.085, 0.202]}, {'category': '1', 'conf': 0.311, 'bbox': [0.657, 0.422, 0.048, 0.068]}]"
42869,95f39f08-21bc-11ea-a13a-137349068a90.jpg,0.992,"[{'category': '1', 'conf': 0.992, 'bbox': [0.039, 0.6, 0.831, 0.38]}, {'category': '1', 'conf': 0.988, 'bbox': [0.134, 0.724, 0.736, 0.261]}, {'category': '1', 'conf': 0.663, 'bbox': [0, 0.579, 0.212, 0.409]}, {'category': '1', 'conf': 0.101, 'bbox': [0.003, 0.583, 0.128, 0.377]}]"
42872,8fa34662-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.076, 0.482, 0.882]}, {'category': '1', 'conf': 0.932, 'bbox': [0.794, 0.286, 0.061, 0.237]}]"
42874,898ff75c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42878,936912d6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42886,8e5ef7b0-21bc-11ea-a13a-137349068a90.jpg,0.13,"[{'category': '1', 'conf': 0.13, 'bbox': [0.959, 0.556, 0.038, 0.055]}]"
42887,88628174-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42888,8f04a642-21bc-11ea-a13a-137349068a90.jpg,0.173,"[{'category': '1', 'conf': 0.173, 'bbox': [0.441, 0.418, 0.062, 0.068]}]"
42889,96593bce-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42896,92f2042a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42900,94d4e42e-21bc-11ea-a13a-137349068a90.jpg,0.913,"[{'category': '1', 'conf': 0.913, 'bbox': [0.806, 0.664, 0.192, 0.106]}]"
42902,90f856f6-21bc-11ea-a13a-137349068a90.jpg,0.107,"[{'category': '1', 'conf': 0.107, 'bbox': [0.416, 0.452, 0.029, 0.042]}]"
42903,8fc9ebb4-21bc-11ea-a13a-137349068a90.jpg,0.448,"[{'category': '1', 'conf': 0.448, 'bbox': [0.671, 0.613, 0.069, 0.121]}]"
42905,91761ed8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42910,86e0d4e0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42917,989236a2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42920,8b976f80-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.382, 0.004, 0.617, 0.987]}]"
42922,923b131e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42926,903ee7e8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.31, 0.688, 0.69, 0.298]}]"
42929,8c8477f8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42931,88eb5882-21bc-11ea-a13a-137349068a90.jpg,0.123,"[{'category': '1', 'conf': 0.123, 'bbox': [0.631, 0.42, 0.022, 0.109]}]"
42934,8bc1bad8-21bc-11ea-a13a-137349068a90.jpg,0.957,"[{'category': '1', 'conf': 0.957, 'bbox': [0.0, 0.75, 0.222, 0.229]}]"
42935,8e0d8f42-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.21, 0.156, 0.79, 0.822]}, {'category': '1', 'conf': 0.958, 'bbox': [0.001, 0.751, 0.192, 0.235]}, {'category': '1', 'conf': 0.785, 'bbox': [0.028, 0.927, 0.17, 0.058]}, {'category': '1', 'conf': 0.326, 'bbox': [0.412, 0.083, 0.121, 0.425]}, {'category': '1', 'conf': 0.224, 'bbox': [0.309, 0.086, 0.233, 0.648]}, {'category': '1', 'conf': 0.169, 'bbox': [0.392, 0.094, 0.233, 0.58]}, {'category': '1', 'conf': 0.131, 'bbox': [0.002, 0.752, 0.106, 0.226]}, {'category': '1', 'conf': 0.123, 'bbox': [0.23, 0.097, 0.532, 0.672]}]"
42936,90a96186-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.864, 0.701, 0.134, 0.157]}, {'category': '1', 'conf': 0.989, 'bbox': [0.421, 0.805, 0.055, 0.164]}, {'category': '1', 'conf': 0.977, 'bbox': [0.76, 0.751, 0.065, 0.147]}, {'category': '1', 'conf': 0.938, 'bbox': [0.545, 0.802, 0.103, 0.158]}, {'category': '1', 'conf': 0.937, 'bbox': [0.242, 0.827, 0.066, 0.078]}, {'category': '1', 'conf': 0.917, 'bbox': [0, 0.908, 0.042, 0.072]}, {'category': '1', 'conf': 0.144, 'bbox': [0.527, 0.807, 0.08, 0.137]}]"
42937,9398814c-21bc-11ea-a13a-137349068a90.jpg,0.329,"[{'category': '1', 'conf': 0.329, 'bbox': [0.545, 0.414, 0.041, 0.049]}, {'category': '1', 'conf': 0.165, 'bbox': [0.531, 0.408, 0.057, 0.062]}, {'category': '1', 'conf': 0.106, 'bbox': [0.54, 0.414, 0.048, 0.083]}]"
42944,95322a12-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42945,92c73aec-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42946,8eb4e15c-21bc-11ea-a13a-137349068a90.jpg,0.708,"[{'category': '1', 'conf': 0.708, 'bbox': [0.001, 0.138, 0.031, 0.329]}, {'category': '1', 'conf': 0.597, 'bbox': [0, 0.123, 0.171, 0.871]}, {'category': '1', 'conf': 0.552, 'bbox': [0.002, 0.857, 0.183, 0.125]}, {'category': '2', 'conf': 0.392, 'bbox': [0.003, 0.859, 0.185, 0.125]}, {'category': '2', 'conf': 0.151, 'bbox': [0, 0.148, 0.174, 0.823]}, {'category': '2', 'conf': 0.141, 'bbox': [0, 0.136, 0.032, 0.324]}, {'category': '1', 'conf': 0.139, 'bbox': [0.001, 0.088, 0.087, 0.912]}]"
42947,98cb3434-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42954,8ff305e4-21bc-11ea-a13a-137349068a90.jpg,0.983,"[{'category': '1', 'conf': 0.983, 'bbox': [0.152, 0.748, 0.719, 0.236]}, {'category': '1', 'conf': 0.926, 'bbox': [0.004, 0.578, 0.212, 0.404]}, {'category': '1', 'conf': 0.496, 'bbox': [0.069, 0.623, 0.774, 0.375]}, {'category': '1', 'conf': 0.138, 'bbox': [0.016, 0.843, 0.206, 0.137]}]"
42957,98fac8b6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42960,8736ae2e-21bc-11ea-a13a-137349068a90.jpg,0.289,"[{'category': '1', 'conf': 0.289, 'bbox': [0.553, 0.415, 0.036, 0.033]}]"
42965,8a187370-21bc-11ea-a13a-137349068a90.jpg,0.252,"[{'category': '1', 'conf': 0.252, 'bbox': [0, 0.839, 0.09, 0.032]}]"
42967,9773bf20-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.673, 0.617, 0.327, 0.355]}, {'category': '1', 'conf': 0.998, 'bbox': [0.003, 0.834, 0.248, 0.15]}, {'category': '1', 'conf': 0.125, 'bbox': [0.128, 0.601, 0.051, 0.031]}]"
42969,97a14a12-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
42976,8b8cac44-21bc-11ea-a13a-137349068a90.jpg,0.996,"[{'category': '1', 'conf': 0.996, 'bbox': [0.154, 0.365, 0.052, 0.128]}, {'category': '1', 'conf': 0.993, 'bbox': [0.252, 0.466, 0.057, 0.178]}, {'category': '1', 'conf': 0.984, 'bbox': [0.965, 0.386, 0.017, 0.04]}, {'category': '1', 'conf': 0.976, 'bbox': [0.561, 0.346, 0.025, 0.087]}, {'category': '1', 'conf': 0.971, 'bbox': [0.596, 0.37, 0.028, 0.079]}, {'category': '1', 'conf': 0.969, 'bbox': [0.888, 0.439, 0.023, 0.043]}, {'category': '1', 'conf': 0.968, 'bbox': [0.538, 0.416, 0.048, 0.134]}, {'category': '1', 'conf': 0.961, 'bbox': [0.837, 0.41, 0.037, 0.053]}, {'category': '1', 'conf': 0.96, 'bbox': [0.288, 0.33, 0.032, 0.107]}, {'category': '1', 'conf': 0.946, 'bbox': [0.312, 0.301, 0.03, 0.044]}, {'category': '1', 'conf': 0.932, 'bbox': [0.429, 0.402, 0.086, 0.107]}, {'category': '1', 'conf': 0.924, 'bbox': [0.521, 0.317, 0.017, 0.035]}, {'category': '1', 'conf': 0.845, 'bbox': [0.631, 0.376, 0.035, 0.085]}, {'category': '1', 'conf': 0.796, 'bbox': [0.36, 0.302, 0.041, 0.043]}, {'category': '1', 'conf': 0.66, 'bbox': [0.38, 0.268, 0.023, 0.035]}, {'category': '1', 'conf': 0.506, 'bbox': [0.628, 0.371, 0.029, 0.076]}, {'category': '1', 'conf': 0.276, 'bbox': [0.582, 0.3, 0.016, 0.032]}, {'category': '1', 'conf': 0.241, 'bbox': [0.574, 0.3, 0.014, 0.034]}, {'category': '1', 'conf': 0.196, 'bbox': [0.81, 0.397, 0.016, 0.024]}, {'category': '1', 'conf': 0.149, 'bbox': [0.627, 0.376, 0.021, 0.064]}, {'category': '1', 'conf': 0.138, 'bbox': [0.803, 0.396, 0.024, 0.031]}, {'category': '1', 'conf': 0.121, 'bbox': [0.574, 0.301, 0.009, 0.029]}]"
42978,8b1fa16c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.257, 0.144, 0.313, 0.518]}]"
42988,8fdf92b6-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.0, 0.226, 0.275, 0.751]}, {'category': '1', 'conf': 0.584, 'bbox': [0.369, 0.573, 0.045, 0.025]}]"
42989,980d3696-21bc-11ea-a13a-137349068a90.jpg,0.991,"[{'category': '1', 'conf': 0.991, 'bbox': [0.704, 0.774, 0.106, 0.211]}, {'category': '1', 'conf': 0.836, 'bbox': [0.722, 0.719, 0.039, 0.067]}, {'category': '1', 'conf': 0.69, 'bbox': [0.75, 0.772, 0.06, 0.066]}, {'category': '1', 'conf': 0.677, 'bbox': [0.784, 0.764, 0.088, 0.086]}, {'category': '1', 'conf': 0.25, 'bbox': [0.747, 0.761, 0.133, 0.1]}, {'category': '1', 'conf': 0.215, 'bbox': [0.817, 0.774, 0.064, 0.091]}, {'category': '1', 'conf': 0.12, 'bbox': [0.733, 0.755, 0.073, 0.079]}, {'category': '1', 'conf': 0.1, 'bbox': [0.794, 0.762, 0.063, 0.066]}]"
42991,86f2f062-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.364, 0.167, 0.402]}, {'category': '1', 'conf': 0.999, 'bbox': [0.745, 0.319, 0.214, 0.306]}]"
43001,88db2ed0-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43004,928597c2-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43007,8ac3a9d4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.616, 0.454, 0.299, 0.526]}]"
43014,8ff3c04c-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.167, 0.013, 0.749, 0.953]}]"
43015,8a972170-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.654, 0.548, 0.202, 0.277]}, {'category': '1', 'conf': 0.994, 'bbox': [0.358, 0.526, 0.229, 0.388]}, {'category': '1', 'conf': 0.986, 'bbox': [0, 0.543, 0.132, 0.326]}, {'category': '1', 'conf': 0.973, 'bbox': [0.613, 0.555, 0.061, 0.123]}, {'category': '1', 'conf': 0.972, 'bbox': [0.316, 0.562, 0.12, 0.33]}, {'category': '1', 'conf': 0.97, 'bbox': [0.669, 0.473, 0.025, 0.044]}, {'category': '1', 'conf': 0.955, 'bbox': [0.025, 0.521, 0.159, 0.251]}, {'category': '1', 'conf': 0.937, 'bbox': [0.968, 0.504, 0.031, 0.052]}, {'category': '1', 'conf': 0.936, 'bbox': [0.001, 0.526, 0.079, 0.112]}, {'category': '1', 'conf': 0.924, 'bbox': [0.406, 0.482, 0.073, 0.166]}, {'category': '1', 'conf': 0.922, 'bbox': [0.63, 0.515, 0.047, 0.058]}, {'category': '1', 'conf': 0.886, 'bbox': [0.44, 0.509, 0.147, 0.176]}, {'category': '1', 'conf': 0.781, 'bbox': [0.345, 0.518, 0.085, 0.138]}, {'category': '1', 'conf': 0.238, 'bbox': [0.534, 0.504, 0.029, 0.051]}, {'category': '1', 'conf': 0.177, 'bbox': [0.626, 0.514, 0.054, 0.104]}]"
43017,936a60dc-21bc-11ea-a13a-137349068a90.jpg,0.973,"[{'category': '1', 'conf': 0.973, 'bbox': [0.002, 0.906, 0.095, 0.079]}]"
43018,931b4dda-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.284, 0.356, 0.208, 0.441]}]"
43023,8965121c-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.255, 0.774, 0.1, 0.181]}, {'category': '1', 'conf': 0.995, 'bbox': [0.412, 0.764, 0.135, 0.212]}, {'category': '1', 'conf': 0.96, 'bbox': [0.944, 0.639, 0.056, 0.158]}, {'category': '1', 'conf': 0.11, 'bbox': [0.34, 0.805, 0.027, 0.068]}]"
43024,8f84d5a6-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43025,8b237436-21bc-11ea-a13a-137349068a90.jpg,0.909,"[{'category': '1', 'conf': 0.909, 'bbox': [0.581, 0.922, 0.058, 0.056]}]"
43030,989dc6d4-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.351, 0.606, 0.136, 0.377]}, {'category': '1', 'conf': 0.742, 'bbox': [0.923, 0.288, 0.077, 0.139]}, {'category': '1', 'conf': 0.157, 'bbox': [0.771, 0.809, 0.228, 0.172]}, {'category': '2', 'conf': 0.109, 'bbox': [0.789, 0.29, 0.211, 0.684]}]"
43032,8dd1ffb8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43033,8cab57f6-21bc-11ea-a13a-137349068a90.jpg,0.198,"[{'category': '1', 'conf': 0.198, 'bbox': [0.964, 0.556, 0.034, 0.056]}]"
43036,8aa9f9da-21bc-11ea-a13a-137349068a90.jpg,0.146,"[{'category': '1', 'conf': 0.146, 'bbox': [0.597, 0.388, 0.079, 0.106]}]"
43043,8e162a80-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43045,86b6d172-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43048,8dacb794-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.234, 0.024, 0.766, 0.959]}, {'category': '1', 'conf': 0.993, 'bbox': [0.387, 0.475, 0.608, 0.508]}, {'category': '1', 'conf': 0.982, 'bbox': [0.006, 0.628, 0.409, 0.36]}, {'category': '1', 'conf': 0.713, 'bbox': [0.137, 0.874, 0.277, 0.11]}, {'category': '1', 'conf': 0.389, 'bbox': [0.002, 0.634, 0.163, 0.347]}]"
43049,90ad5be2-21bc-11ea-a13a-137349068a90.jpg,0.774,"[{'category': '1', 'conf': 0.774, 'bbox': [0.327, 0.557, 0.04, 0.069]}, {'category': '1', 'conf': 0.207, 'bbox': [0, 0.826, 0.08, 0.034]}]"
43058,94c8a006-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43061,9224792e-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43063,8f76e694-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.306, 0.822, 0.112, 0.16]}, {'category': '1', 'conf': 0.99, 'bbox': [0.001, 0.874, 0.092, 0.107]}]"
43074,92b31ddc-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.328, 0.017, 0.672, 0.977]}, {'category': '1', 'conf': 0.982, 'bbox': [0.001, 0.652, 0.134, 0.333]}, {'category': '1', 'conf': 0.963, 'bbox': [0.05, 0.813, 0.365, 0.17]}, {'category': '1', 'conf': 0.86, 'bbox': [0.343, 0.484, 0.648, 0.49]}, {'category': '1', 'conf': 0.575, 'bbox': [0.014, 0.66, 0.411, 0.323]}, {'category': '1', 'conf': 0.151, 'bbox': [0.005, 0.783, 0.144, 0.195]}]"
43076,91bffdaa-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43079,8ea81e72-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43081,8f55f81c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43087,920a2588-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43089,8cbfe5b8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43096,9260ac0a-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0, 0.013, 1.0, 0.969]}, {'category': '1', 'conf': 0.992, 'bbox': [0.049, 0.704, 0.212, 0.284]}, {'category': '1', 'conf': 0.262, 'bbox': [0.061, 0.893, 0.195, 0.09]}]"
43103,91af1af8-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43106,8955bd26-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.0, 0.31, 0.138, 0.301]}, {'category': '1', 'conf': 0.906, 'bbox': [0.937, 0.426, 0.063, 0.1]}, {'category': '1', 'conf': 0.404, 'bbox': [0.79, 0.422, 0.071, 0.067]}]"
43111,89adcc28-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43115,8c4a36d8-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.414, 0.516, 0.142, 0.232]}]"
43124,88294080-21bc-11ea-a13a-137349068a90.jpg,0.997,"[{'category': '1', 'conf': 0.997, 'bbox': [0.022, 0.038, 0.96, 0.927]}, {'category': '1', 'conf': 0.983, 'bbox': [0.011, 0.15, 0.66, 0.824]}, {'category': '1', 'conf': 0.459, 'bbox': [0.358, 0.018, 0.626, 0.852]}, {'category': '1', 'conf': 0.199, 'bbox': [0.745, 0.673, 0.083, 0.242]}, {'category': '2', 'conf': 0.103, 'bbox': [0.267, 0.026, 0.706, 0.905]}]"
43125,885e717e-21bc-11ea-a13a-137349068a90.jpg,0.111,"[{'category': '1', 'conf': 0.111, 'bbox': [0.98, 0.422, 0.019, 0.046]}]"
43130,8a5b8ffc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43132,9378f336-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.002, 0.352, 0.139, 0.337]}]"
43133,92abf11a-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.029, 0.689, 0.205, 0.22]}, {'category': '1', 'conf': 0.988, 'bbox': [0.103, 0.858, 0.366, 0.127]}, {'category': '1', 'conf': 0.895, 'bbox': [0.724, 0.789, 0.241, 0.195]}, {'category': '1', 'conf': 0.853, 'bbox': [0.538, 0.749, 0.111, 0.077]}, {'category': '1', 'conf': 0.844, 'bbox': [0.211, 0.74, 0.079, 0.105]}, {'category': '1', 'conf': 0.597, 'bbox': [0.723, 0.734, 0.054, 0.058]}, {'category': '1', 'conf': 0.58, 'bbox': [0.814, 0.733, 0.063, 0.091]}, {'category': '1', 'conf': 0.555, 'bbox': [0.713, 0.697, 0.078, 0.079]}, {'category': '1', 'conf': 0.497, 'bbox': [0.718, 0.778, 0.081, 0.118]}, {'category': '1', 'conf': 0.366, 'bbox': [0.838, 0.729, 0.042, 0.092]}, {'category': '1', 'conf': 0.355, 'bbox': [0.728, 0.775, 0.073, 0.062]}, {'category': '1', 'conf': 0.31, 'bbox': [0.743, 0.698, 0.048, 0.063]}, {'category': '1', 'conf': 0.303, 'bbox': [0.721, 0.732, 0.073, 0.1]}, {'category': '1', 'conf': 0.299, 'bbox': [0.811, 0.741, 0.036, 0.078]}, {'category': '1', 'conf': 0.284, 'bbox': [0.726, 0.75, 0.095, 0.087]}, {'category': '1', 'conf': 0.23, 'bbox': [0.637, 0.94, 0.108, 0.046]}, {'category': '1', 'conf': 0.212, 'bbox': [0.717, 0.707, 0.085, 0.111]}, {'category': '1', 'conf': 0.154, 'bbox': [0.778, 0.746, 0.053, 0.088]}, {'category': '1', 'conf': 0.136, 'bbox': [0.708, 0.705, 0.031, 0.043]}, {'category': '1', 'conf': 0.122, 'bbox': [0.704, 0.699, 0.122, 0.143]}, {'category': '1', 'conf': 0.115, 'bbox': [0.722, 0.775, 0.118, 0.202]}]"
43134,8dd2641c-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43140,969427fc-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43143,876e5e28-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.001, 0.511, 0.125, 0.43]}, {'category': '1', 'conf': 0.999, 'bbox': [0.77, 0.408, 0.058, 0.216]}, {'category': '1', 'conf': 0.994, 'bbox': [0.807, 0.414, 0.049, 0.186]}, {'category': '1', 'conf': 0.186, 'bbox': [0.822, 0.404, 0.031, 0.043]}]"
43145,890f5d90-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.698, 0.422, 0.302, 0.397]}, {'category': '1', 'conf': 0.114, 'bbox': [0.004, 0.46, 0.065, 0.117]}]"
43146,962fcf32-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43151,93bf2cac-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.085, 0.424, 0.914, 0.56]}, {'category': '1', 'conf': 0.994, 'bbox': [0.67, 0.596, 0.123, 0.162]}, {'category': '1', 'conf': 0.902, 'bbox': [0, 0.664, 0.339, 0.318]}, {'category': '1', 'conf': 0.687, 'bbox': [0.043, 0.672, 0.035, 0.067]}, {'category': '1', 'conf': 0.416, 'bbox': [0.272, 0.629, 0.72, 0.354]}, {'category': '1', 'conf': 0.141, 'bbox': [0.386, 0.58, 0.052, 0.03]}]"
43161,8c5a2214-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43164,89751496-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43174,8c7f7b72-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.146, 0.797, 0.301, 0.186]}, {'category': '1', 'conf': 0.161, 'bbox': [0.149, 0.902, 0.06, 0.081]}]"
43178,8a784728-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43181,968435cc-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.249, 0.311, 0.747, 0.671]}]"
43182,8c4cb368-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.438, 0.792, 0.187, 0.19]}]"
43187,95a8c410-21bc-11ea-a13a-137349068a90.jpg,0.998,"[{'category': '1', 'conf': 0.998, 'bbox': [0.417, 0.796, 0.201, 0.187]}, {'category': '1', 'conf': 0.339, 'bbox': [0.418, 0.794, 0.149, 0.15]}, {'category': '1', 'conf': 0.125, 'bbox': [0.426, 0.897, 0.143, 0.085]}]"
43203,8c483ffe-21bc-11ea-a13a-137349068a90.jpg,0.153,"[{'category': '1', 'conf': 0.153, 'bbox': [0.291, 0.399, 0.032, 0.032]}]"
43211,8e449b7c-21bc-11ea-a13a-137349068a90.jpg,0.221,"[{'category': '1', 'conf': 0.221, 'bbox': [0.001, 0.477, 0.021, 0.058]}]"
43218,92025664-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43221,90e0842c-21bc-11ea-a13a-137349068a90.jpg,0.766,"[{'category': '1', 'conf': 0.766, 'bbox': [0.921, 0.285, 0.078, 0.153]}, {'category': '1', 'conf': 0.444, 'bbox': [0.773, 0.811, 0.225, 0.168]}, {'category': '2', 'conf': 0.344, 'bbox': [0.778, 0.263, 0.222, 0.688]}, {'category': '1', 'conf': 0.263, 'bbox': [0.79, 0.295, 0.21, 0.69]}]"
43229,92a9f3c4-21bc-11ea-a13a-137349068a90.jpg,0.995,"[{'category': '1', 'conf': 0.995, 'bbox': [0.561, 0.618, 0.439, 0.348]}, {'category': '1', 'conf': 0.994, 'bbox': [0.001, 0.763, 0.181, 0.222]}, {'category': '1', 'conf': 0.906, 'bbox': [0.534, 0.872, 0.424, 0.114]}, {'category': '1', 'conf': 0.491, 'bbox': [0.538, 0.792, 0.448, 0.186]}, {'category': '1', 'conf': 0.372, 'bbox': [0.087, 0.647, 0.871, 0.335]}, {'category': '1', 'conf': 0.305, 'bbox': [0.946, 0.704, 0.052, 0.192]}, {'category': '1', 'conf': 0.282, 'bbox': [0.534, 0.913, 0.393, 0.071]}, {'category': '1', 'conf': 0.195, 'bbox': [0.904, 0.628, 0.094, 0.311]}, {'category': '1', 'conf': 0.129, 'bbox': [0.871, 0.701, 0.126, 0.233]}, {'category': '1', 'conf': 0.129, 'bbox': [0.566, 0.722, 0.359, 0.218]}]"
43231,89480ffa-21bc-11ea-a13a-137349068a90.jpg,0.999,"[{'category': '1', 'conf': 0.999, 'bbox': [0.518, 0.274, 0.479, 0.71]}]"
43235,8db75050-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43236,9238958a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43242,8a969f7a-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
43245,89e10232-21bc-11ea-a13a-137349068a90.jpg,0.256,"[{'category': '1', 'conf': 0.256, 'bbox': [0.447, 0.147, 0.037, 0.032]}]"
43246,91445a06-21bc-11ea-a13a-137349068a90.jpg,0.0,[]
